VY109,大学英语基础,Fundamentals of English,3,45,,with permission of Vy100 instructors,None,,, ,Masako Iwamoto,Grade Type: P/F,
VY125,写作和学术探求,Writing and Academic Inquiry,4,60,,,Intellectual Breadth,Humanities,,20,Brian Matzke,,
VY200,英语写作,Academic Writing II,4,60,,VY100,MOE and SJTU Requirements,,,,,,
VY201,英语在公共场合的应用,Writing in Public Spaces,4,60,,Vy200,Intellectual Breadth,Humanities,,,Cynthia Vagnetti,,
VY210,高级英语写作,Advanced English Writing,2,30,,,Intellectual Breadth,Humanities,,,Cynthia Vagenitti,,
VY223,创意写作,Creative Writing,3,45,,Vy200,Intellectual Breadth,Humanities,,15,Nick Welchbolen,,
VY230,英文短篇小说导读,Introduction to Short Story and Novel,3,45,,Vy200,Intellectual Breadth,Humanities,,35/40,Nick Welchbolen,,
VY298,英国文学概述,Introduction to British Literature,3,45,,Vy200,Intellectual Breadth,Humanities,,,Becky Hsu,,
VY301,商务英语,Business English,1,15,,,Intellectual Breadth,Humanities,,,Beth Parker,,
VY311,电视剧本创作,Writing for Television,3,45,,Vy200,Intellectual Breadth,Humanities,,15,Nick Welch-Bolen,,
VY325,英语散文艺术,Art of the Essay,3,45,,Vy200,Intellectual Breadth,Humanities,,15,Ryan Thorpe,,
VZ001,汉语1,Chinese I,4,60,,,Intellectual Breadth,Humanities,,10,Xuelian Zhang,"graded as Pass/Fail, NOT count for workload (credit limit) in fall 2013",
VZ002,汉语2,Chinese II,4,60,,,Intellectual Breadth,Humanities,,25,Xuelian Zhang,Grade Type: Grades,
VZ003,汉语3,Chinese III,4,60,,,Intellectual Breadth,Humanities,,25,Xuelian Zhang,,
VZ100,汉语综合课（1）,Comprehensive Chinese I,3,45,,,Intellectual Breadth,Humanities,,25,,,
VZ101,汉语和中国文化概论,Introduction to Chinese Language & Culture,3,45,,,Intellectual Breadth,Humanities,,25,,,
VZ102,中国文化概论,Introduction to Chinese Culture,2,30,,,Intellectual Breadth,Humanities,,25,Weiqi Sa,,
VZ103,美国文化与英语交流,American culture and English Communication,2,30,,,Intellectual Breadth,Humanities,,25,,,
VZ104,汉语概论,Introduction to Chinese Language,2,30,,,Intellectual Breadth,Humanities,,25,Anna,,
VZ105,基础中国文化,Basic Chinese Culture,1,15,,,Intellectual Breadth,Humanities,,25,,,
VZ106,基础汉语,Basic Chinese Language,1,15,,,Intellectual Breadth,Humanities,,25,,,
VZ200,汉语综合课（2）,Comprehensive Chinese II,3,45,,,Intellectual Breadth,Humanities,,25,Anna,,
VZ300,汉语综合课（3）,Comprehensive Chinese III,3,45,,,Intellectual Breadth,Humanities,,25,,,
